"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","103734651050","06-05-2021 20:09:00","37.7849082","-122.4047951","04TH ST \ JESSIE ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 04TH ST \ JESSIE ST","Person, Property, or Society","C"
"SFO","San Francisco","103737975000","06-05-2021 20:11:00","37.7382791","-122.412746","BANKS ST \ JARBOE AVE","Missing Person","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BANKS ST \ JARBOE AVE","Person, Property, or Society","C"
"SFO","San Francisco","103905128150","06-05-2021 20:15:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","104716406244","06-05-2021 20:20:00","37.7950273","-122.4215828","POLK ST \ PACIFIC AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at POLK ST \ PACIFIC AVE","Property","C"
"SFO","San Francisco","103733764085","06-05-2021 20:23:00","37.7692918","-122.4961607","JOHN F KENNEDY DR \ END","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at JOHN F KENNEDY DR \ END","Person, Property, or Society","C"
"SFO","San Francisco","103740606244","06-05-2021 20:45:00","37.8074825","-122.4139751","MASON ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at MASON ST \ BEACH ST","Property","C"
"SFO","San Francisco","103733372000","06-05-2021 20:45:00","37.7804962","-122.4321404","FILLMORE ST \ TURK ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FILLMORE ST \ TURK ST","Person, Property, or Society","C"
"SFO","San Francisco","103812606244","06-05-2021 20:45:00","37.7654476","-122.4131053","TREAT AVE \ 16TH ST \ HARRISON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TREAT AVE \ 16TH ST \ HARRISON ST","Property","C"
"SFO","San Francisco","104005806244","06-05-2021 20:50:00","37.8052869","-122.4236551","POLK ST \ NORTH POINT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at POLK ST \ NORTH POINT ST","Property","C"
"SFO","San Francisco","103916206244","06-05-2021 20:50:00","37.8052869","-122.4236551","POLK ST \ NORTH POINT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at POLK ST \ NORTH POINT ST","Property","C"
"SFO","San Francisco","103786607025","06-05-2021 21:00:00","37.7501183","-122.3904331","INDIANA ST \ CESAR CHAVEZ ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at INDIANA ST \ CESAR CHAVEZ ST","Property","C"
"SFO","San Francisco","103910828150","06-05-2021 21:00:00","37.7824539","-122.3913084","BRANNAN ST \ COLIN P KELLY JR ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BRANNAN ST \ COLIN P KELLY JR ST","Property","C"
"SFO","San Francisco","103844406244","06-05-2021 21:00:00","37.7732095","-122.4701627","FULTON ST \ 12TH AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FULTON ST \ 12TH AVE","Property","C"
"SFO","San Francisco","103738406241","06-05-2021 21:00:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103912406244","06-05-2021 21:00:00","37.8056184","-122.4136042","BAY ST \ MASON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BAY ST \ MASON ST","Property","C"
"SFO","San Francisco","103736762050","06-05-2021 21:00:00","37.7702101","-122.445345","HAIGHT ST \ MASONIC AVE","Warrant","90Z","All Other Offenses","All Other Offenses","All Other Offenses at HAIGHT ST \ MASONIC AVE","Person, Property, or Society","C"
"SFO","San Francisco","103739006244","06-05-2021 21:00:00","37.7438833","-122.3831183","MENDELL ST \ CARGO WAY","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at MENDELL ST \ CARGO WAY","Property","C"
"SFO","San Francisco","103917406244","06-05-2021 21:00:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103907828150","06-05-2021 21:00:00","37.8070725","-122.4172607","BEACH ST \ JONES ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BEACH ST \ JONES ST","Property","C"
"SFO","San Francisco","103736716621","06-05-2021 21:00:00","37.7702101","-122.445345","HAIGHT ST \ MASONIC AVE","Drug Violation","35A","Drug/Narcotic Offenses","Drug/Narcotic Violations","Drug/Narcotic Violations at HAIGHT ST \ MASONIC AVE","Society","C"
"SFO","San Francisco","103736306241","06-05-2021 21:01:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103764407021","06-05-2021 21:15:00","37.7865038","-122.429979","SUTTER ST \ BUCHANAN ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at SUTTER ST \ BUCHANAN ST","Property","C"
"SFO","San Francisco","103738128160","06-05-2021 21:21:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103738106240","06-05-2021 21:21:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103739975000","06-05-2021 21:30:00","37.8299907","-122.3745945","GATEVIEW AVE \ NORTHPOINT DR","Missing Person","90Z","All Other Offenses","All Other Offenses","All Other Offenses at GATEVIEW AVE \ NORTHPOINT DR","Person, Property, or Society","C"
"SFO","San Francisco","103771061030","06-05-2021 21:30:00","37.7763688","-122.4195063","VAN NESS AVE \ FELL ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at VAN NESS AVE \ FELL ST","Person, Property, or Society","C"
"SFO","San Francisco","103737203051","06-05-2021 21:35:00","37.752739","-122.4100665","24TH ST \ FLORIDA ST","Robbery - Commercial","120","Robbery","Robbery","Robbery at 24TH ST \ FLORIDA ST","Property","C"
"SFO","San Francisco","103756507021","06-05-2021 21:47:00","37.7885982","-122.4135415","SUTTER ST \ JONES ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at SUTTER ST \ JONES ST","Property","C"
"SFO","San Francisco","103739668060","06-05-2021 21:48:00","37.7277168","-122.4323633","THERESA ST \ MISSION ST","Traffic Collision - Hit & Run","90Z","All Other Offenses","All Other Offenses","All Other Offenses at THERESA ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103739665050","06-05-2021 21:48:00","37.7277168","-122.4323633","THERESA ST \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at THERESA ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103739665010","06-05-2021 21:48:00","37.7277168","-122.4323633","THERESA ST \ MISSION ST","Traffic Violation Arrest","90Z","All Other Offenses","All Other Offenses","All Other Offenses at THERESA ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103738763010","06-05-2021 21:59:00","37.7505807","-122.4021836","26TH ST \ KANSAS ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 26TH ST \ KANSAS ST","Person, Property, or Society","C"
"SFO","San Francisco","103742764010","06-05-2021 22:00:00","37.7177764","-122.4006187","HARKNESS AVE \ GIRARD ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at HARKNESS AVE \ GIRARD ST","Person, Property, or Society","C"
"SFO","San Francisco","103739706244","06-05-2021 22:00:00","37.7988809","-122.3986958","BROADWAY \ DAVIS ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BROADWAY \ DAVIS ST","Property","C"
"SFO","San Francisco","103776806244","06-05-2021 22:00:00","37.8070725","-122.4172607","BEACH ST \ JONES ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BEACH ST \ JONES ST","Property","C"
"SFO","San Francisco","103735664085","06-05-2021 22:01:00","37.7598296","-122.4259204","19TH ST \ DOLORES ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 19TH ST \ DOLORES ST","Person, Property, or Society","C"
"SFO","San Francisco","103780006244","06-05-2021 22:01:00","37.808214","-122.4158025","TAYLOR ST \ JEFFERSON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ JEFFERSON ST","Property","C"
"SFO","San Francisco","103739227195","06-05-2021 22:15:00","37.7650606","-122.4331787","BEAVER ST \ NOE ST","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at BEAVER ST \ NOE ST","Society","C"
"SFO","San Francisco","104724228150","06-05-2021 22:15:00","37.7986961","-122.4341302","PIXLEY ST \ WEBSTER ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at PIXLEY ST \ WEBSTER ST","Property","C"
"SFO","San Francisco","103739228150","06-05-2021 22:15:00","37.7650606","-122.4331787","BEAVER ST \ NOE ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BEAVER ST \ NOE ST","Property","C"
"SFO","San Francisco","103920206244","06-05-2021 22:15:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103738563010","06-05-2021 22:30:00","37.7804962","-122.4321404","FILLMORE ST \ TURK ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FILLMORE ST \ TURK ST","Person, Property, or Society","C"
"SFO","San Francisco","103737107021","06-05-2021 22:30:00","37.7851672","-122.4179015","OFARRELL ST \ LARKIN ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at OFARRELL ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103781006244","06-05-2021 22:30:00","37.808214","-122.4158025","TAYLOR ST \ JEFFERSON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ JEFFERSON ST","Property","C"
"SFO","San Francisco","103740964085","06-05-2021 22:33:00","37.7934669","-122.4195792","LARKIN ST \ WASHINGTON ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LARKIN ST \ WASHINGTON ST","Person, Property, or Society","C"
"SFO","San Francisco","103737403071","06-05-2021 22:41:00","37.7492378","-122.4148613","26TH ST \ SHOTWELL ST","Robbery - Other","120","Robbery","Robbery","Robbery at 26TH ST \ SHOTWELL ST","Property","C"
"SFO","San Francisco","103737028160","06-05-2021 22:41:00","37.7864723","-122.3934448","01ST ST \ LANSING ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 01ST ST \ LANSING ST","Property","C"
"SFO","San Francisco","103743819057","06-05-2021 22:43:00","37.7797389","-122.4071595","HOWARD ST \ 06TH ST","Intimidation","13C","Assault Offenses","Intimidation","Intimidation at HOWARD ST \ 06TH ST","Person","C"
"SFO","San Francisco","103738306243","06-05-2021 22:48:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103738206241","06-05-2021 22:50:00","37.7889862","-122.4068651","STOCKTON ST \ CAMPTON PL","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ CAMPTON PL","Property","C"
"SFO","San Francisco","103743504081","06-05-2021 22:52:00","37.7721043","-122.407502","BRYANT ST \ CONVERSE ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at BRYANT ST \ CONVERSE ST","Person","C"
"SFO","San Francisco","103914828150","06-05-2021 23:00:00","37.7875792","-122.3992551","02ND ST \ MINNA ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 02ND ST \ MINNA ST","Property","C"
"SFO","San Francisco","103916606372","06-05-2021 23:00:00","37.796302","-122.4044122","JACKSON ST \ COLUMBUS AVE","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at JACKSON ST \ COLUMBUS AVE","Property","C"
"SFO","San Francisco","103740207045","06-05-2021 23:00:00","37.7179063","-122.4001315","HARKNESS AVE \ SAN BRUNO AVE","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at HARKNESS AVE \ SAN BRUNO AVE","Person, Property, or Society","C"
"SFO","San Francisco","103758712027","06-05-2021 23:00:00","37.7349308","-122.3961696","TAMPA LN \ BRIDGEVIEW DR","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at TAMPA LN \ BRIDGEVIEW DR","Society","C"
"SFO","San Francisco","103759506242","06-05-2021 23:00:00","37.7187603","-122.4522318","HOWTH ST \ RIDGE LN","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at HOWTH ST \ RIDGE LN","Property","C"
"SFO","San Francisco","103754905051","06-05-2021 23:00:00","37.7648589","-122.4228535","ALBION ST \ 16TH ST","Burglary - Commercial","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at ALBION ST \ 16TH ST","Property","C"
"SFO","San Francisco","103771205083","06-05-2021 23:00:00","37.7814283","-122.432329","FILLMORE ST \ EDDY ST","Burglary - Hot Prowl","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at FILLMORE ST \ EDDY ST","Property","C"
"SFO","San Francisco","103737712027","06-05-2021 23:01:00","37.7313877","-122.3811466","LILLIAN ST \ BEATRICE LN","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at LILLIAN ST \ BEATRICE LN","Society","C"
"SFO","San Francisco","103738006244","06-05-2021 23:05:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","103737807041","06-05-2021 23:15:00","37.7761587","-122.4211485","FRANKLIN ST \ FELL ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FRANKLIN ST \ FELL ST","Person, Property, or Society","C"
"SFO","San Francisco","103739304134","06-05-2021 23:21:00","37.7572976","-122.4145415","FOLSOM ST \ 21ST ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at FOLSOM ST \ 21ST ST","Person","C"
"SFO","San Francisco","103739472000","06-05-2021 23:30:00","37.766729","-122.4501457","FREDERICK ST \ COLE ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FREDERICK ST \ COLE ST","Person, Property, or Society","C"
"SFO","San Francisco","104002906372","06-05-2021 23:44:00","37.7685373","-122.4156138","FOLSOM ST \ 14TH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at FOLSOM ST \ 14TH ST","Property","C"
"SFO","San Francisco","103755305083","06-05-2021 23:45:00","37.7779718","-122.4888756","29TH AVE \ ANZA ST","Burglary - Hot Prowl","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at 29TH AVE \ ANZA ST","Property","C"
"SFO","San Francisco","103740468020","06-05-2021 23:48:00","37.7185385","-122.4785561","FONT BLVD \ JUAN BAUTISTA CIR","Miscellaneous Investigation","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FONT BLVD \ JUAN BAUTISTA CIR","Person, Property, or Society","C"
"SFO","San Francisco","103811406244","06-06-2021 00:00:00","37.7941874","-122.4281591","OCTAVIA ST \ PACIFIC AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at OCTAVIA ST \ PACIFIC AVE","Property","C"
"SFO","San Francisco","103773204134","06-06-2021 00:00:00","37.7544656","-122.4214766","ALVARADO ST \ SAN JOSE AVE","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at ALVARADO ST \ SAN JOSE AVE","Person","C"
"SFO","San Francisco","103813006244","06-06-2021 00:00:00","37.7630308","-122.4262285","DOLORES ST \ 17TH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at DOLORES ST \ 17TH ST","Property","C"
"SFO","San Francisco","103812006374","06-06-2021 00:00:00","37.7996339","-122.4376948","STEINER ST \ LOMBARD ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at STEINER ST \ LOMBARD ST","Property","C"
"SFO","San Francisco","103776006244","06-06-2021 00:00:00","37.7704263","-122.4436491","HAIGHT ST \ CENTRAL AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at HAIGHT ST \ CENTRAL AVE","Property","C"
"SFO","San Francisco","103785264070","06-06-2021 00:00:00","37.7983727","-122.4104562","VALLEJO ST \ POWELL ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at VALLEJO ST \ POWELL ST","Society","C"
"SFO","San Francisco","103741804134","06-06-2021 00:06:00","37.7863789","-122.3956455","ESSEX ST \ FOLSOM ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at ESSEX ST \ FOLSOM ST","Person","C"
"SFO","San Francisco","103741864085","06-06-2021 00:06:00","37.7863789","-122.3956455","ESSEX ST \ FOLSOM ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at ESSEX ST \ FOLSOM ST","Person, Property, or Society","C"
"SFO","San Francisco","103740864020","06-06-2021 00:22:00","37.7861795","-122.4400613","BUSH ST \ DIVISADERO ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BUSH ST \ DIVISADERO ST","Person, Property, or Society","C"
"SFO","San Francisco","103812906224","06-06-2021 00:30:00","37.7559658","-122.4367437","21ST ST \ DIAMOND ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 21ST ST \ DIAMOND ST","Property","C"
"SFO","San Francisco","103909506372","06-06-2021 00:30:00","37.7865198","-122.4148067","GEARY ST \ LEAVENWORTH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at GEARY ST \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103740328160","06-06-2021 00:49:00","37.7769414","-122.470433","12TH AVE \ BALBOA ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 12TH AVE \ BALBOA ST","Property","C"
"SFO","San Francisco","103740706242","06-06-2021 00:50:00","37.7802258","-122.4815158","GEARY BLVD \ 22ND AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GEARY BLVD \ 22ND AVE","Property","C"
"SFO","San Francisco","103850371013","06-06-2021 01:00:00","37.7885359","-122.3960348","01ST ST \ HOWARD ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 01ST ST \ HOWARD ST","Property","C"
"SFO","San Francisco","104717028150","06-06-2021 01:00:00","37.7758343","-122.4311987","FILLMORE ST \ HAYES ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at FILLMORE ST \ HAYES ST","Property","C"
"SFO","San Francisco","103741712015","06-06-2021 01:19:00","37.7975069","-122.4322043","UNION ST \ BUCHANAN ST","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at UNION ST \ BUCHANAN ST","Society","C"
"SFO","San Francisco","103785005043","06-06-2021 01:20:00","37.7618804","-122.4453095","URANUS TER \ 17TH ST \ ROOSEVELT WAY","Burglary - Residential","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at URANUS TER \ 17TH ST \ ROOSEVELT WAY","Property","C"
"SFO","San Francisco","103876205014","06-06-2021 01:30:00","37.7784162","-122.4099383","NATOMA ST \ 07TH ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NATOMA ST \ 07TH ST","Property","C"
"SFO","San Francisco","103742105014","06-06-2021 01:30:00","37.7784162","-122.4099383","NATOMA ST \ 07TH ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NATOMA ST \ 07TH ST","Property","C"
"SFO","San Francisco","103741104170","06-06-2021 01:40:00","37.7630482","-122.388738","03RD ST \ 18TH ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at 03RD ST \ 18TH ST","Person","C"
"SFO","San Francisco","103741104138","06-06-2021 01:40:00","37.7630482","-122.388738","03RD ST \ 18TH ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at 03RD ST \ 18TH ST","Person","C"
"SFO","San Francisco","103741005083","06-06-2021 01:44:00","37.7981345","-122.427269","UNION ST \ GOUGH ST","Burglary - Hot Prowl","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at UNION ST \ GOUGH ST","Property","C"
"SFO","San Francisco","103906506244","06-06-2021 01:48:00","37.7934669","-122.4195792","LARKIN ST \ WASHINGTON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LARKIN ST \ WASHINGTON ST","Property","C"
"SFO","San Francisco","103764105012","06-06-2021 01:51:00","37.7829892","-122.4633506","05TH AVE \ CLEMENT ST","Burglary - Residential","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at 05TH AVE \ CLEMENT ST","Property","C"
"SFO","San Francisco","103741307041","06-06-2021 01:55:00","37.7912981","-122.407323","PINE ST \ STOCKTON ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at PINE ST \ STOCKTON ST","Person, Property, or Society","C"
"SFO","San Francisco","103741404134","06-06-2021 01:59:00","37.7608889","-122.4350008","18TH ST \ CASTRO ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at 18TH ST \ CASTRO ST","Person","C"
"SFO","San Francisco","103741604013","06-06-2021 02:00:00","37.7868345","-122.4123404","GEARY ST \ SHANNON ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at GEARY ST \ SHANNON ST","Person","C"
"SFO","San Francisco","103741612027","06-06-2021 02:00:00","37.7868345","-122.4123404","GEARY ST \ SHANNON ST","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at GEARY ST \ SHANNON ST","Society","C"
"SFO","San Francisco","103741619010","06-06-2021 02:00:00","37.7868345","-122.4123404","GEARY ST \ SHANNON ST","Disorderly Conduct","90C","Disorderly Conduct","Disorderly Conduct","Disorderly Conduct at GEARY ST \ SHANNON ST","Society","C"
"SFO","San Francisco","104047271013","06-06-2021 02:00:00","37.7186902","-122.4491623","SAN MIGUEL ST \ MOUNT VERNON AVE","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at SAN MIGUEL ST \ MOUNT VERNON AVE","Property","C"
"SFO","San Francisco","103742028160","06-06-2021 02:23:00","37.7838241","-122.4210084","ELLIS ST \ VAN NESS AVE","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at ELLIS ST \ VAN NESS AVE","Property","C"
"SFO","San Francisco","103756627195","06-06-2021 02:36:00","37.7801169","-122.4548183","BEAUMONT AVE \ ANZA ST","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at BEAUMONT AVE \ ANZA ST","Society","C"
"SFO","San Francisco","103742304014","06-06-2021 02:48:00","37.772052","-122.4106785","HARRISON ST \ DORE ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at HARRISON ST \ DORE ST","Person","C"
"SFO","San Francisco","103741528150","06-06-2021 02:50:00","37.7421975","-122.4220838","EUGENIA AVE \ MISSION ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at EUGENIA AVE \ MISSION ST","Property","C"
"SFO","San Francisco","103742564070","06-06-2021 03:14:00","37.7839325","-122.4125953","EDDY ST \ JONES ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at EDDY ST \ JONES ST","Society","C"
"SFO","San Francisco","103742228160","06-06-2021 03:14:00","37.765295","-122.441932","ROOSEVELT WAY \ LEVANT ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at ROOSEVELT WAY \ LEVANT ST","Property","C"
"SFO","San Francisco","103742206234","06-06-2021 03:14:00","37.765295","-122.441932","ROOSEVELT WAY \ LEVANT ST","Larceny - Auto Parts","23G","Larceny/Theft Offenses","Theft of Motor Vehicle Parts or Accessories","Theft of Motor Vehicle Parts or Accessories at ROOSEVELT WAY \ LEVANT ST","Property","C"
"SFO","San Francisco","103742607041","06-06-2021 03:26:00","37.7459742","-122.3970429","TOLAND ST \ GALVEZ AVE","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at TOLAND ST \ GALVEZ AVE","Person, Property, or Society","C"
"SFO","San Francisco","103743006154","06-06-2021 03:27:00","37.7621376","-122.4362419","MARKET ST \ COLLINGWOOD ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at MARKET ST \ COLLINGWOOD ST","Property","C"
"SFO","San Francisco","103743004134","06-06-2021 03:27:00","37.7621376","-122.4362419","MARKET ST \ COLLINGWOOD ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at MARKET ST \ COLLINGWOOD ST","Person","C"
